"","season","team","round","pick","playerid","full_name","name","side","category","position","aval","gms","Games","AverageValue","AVPer16"
"2610",2003,"JAX",6,176,"GreeBr20","Brandon Green","B.Green","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",32,4,2
"2611",2003,"CHI",6,206,"ForsBr00","Brock Forsey","B.Forsey","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",16,2,2
"2612",2003,"CIN",7,259,"PattEl20","Elton Patterson","E.Patterson","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",8,1,2
"2613",2005,"PIT",5,166,"WallRi20","Rian Wallace","R.Wallace","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",16,2,2
"2614",2005,"SEA",7,235,"WortCo20","Cornelius Wortham","C.Wortham","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",8,1,2
"2615",2006,"NE",3,86,"ThomDa02","David Thomas","D.Thomas","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",80,10,2
"2616",2006,"DAL",7,211,"McQuPa20","Pat McQuistan","P.McQuistan","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",72,9,2
"2617",2007,"CAR",2,45,"JarrDw00","Dwayne Jarrett","D.Jarrett","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",32,4,2
"2618",2008,"PHI",2,47,"LawsTr99","Trevor Laws","T.Laws","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",56,7,2
"2619",2008,"TEN",4,126,"HawkLa00","Lavelle Hawkins","L.Hawkins","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",56,7,2
"2620",2008,"NO",5,144,"PresDe99","DeMario Pressley","D.Pressley","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",8,1,2
"2621",2009,"SD",1,16,"EnglLa99","Larry English","L.English","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",64,8,2
"2622",2009,"SF",5,146,"McKiSc99","Scott McKillop","S.McKillop","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",16,2,2
"2623",2010,"SF",2,49,"MaysTa99","Taylor Mays","T.Mays","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",80,10,2
"2624",2010,"BUF",6,192,"BattDa99","Danny Batten","D.Batten","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",16,2,2
"2625",2010,"OAK",7,215,"WareJe99","Jeremy Ware","J.Ware","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",8,1,2
"2626",2010,"NYG",7,221,"DodgMa99","Matt Dodge","M.Dodge","S","P","P","//*[@id=""kicking""]/tfoot/tr/td[33]","//*[@id=""kicking""]/tfoot/tr/td[4]",16,2,2
"2627",2011,"CAR",3,97,"FuaxSi00","Sione Fua","S.Fua","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",40,5,2
"2628",2011,"JAX",4,121,"ProsCh00","Chris Prosinski","C.Prosinski","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",88,11,2
"2629",2011,"TB",5,151,"BlacAh00","Ahmad Black","A.Black","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",24,3,2
"2630",2011,"MIN",6,170,"RaymMi00","Mistral Raymond","M.Raymond","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",32,4,2
"2631",2011,"WAS",6,177,"RoysEv00","Evan Royster","E.Royster","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",32,4,2
"2632",2012,"CAR",6,207,"NortBr00","Brad Nortman","B.Nortman","S","P","P","//*[@id=""kicking""]/tfoot/tr/td[33]","//*[@id=""kicking""]/tfoot/tr/td[4]",96,12,2
"2633",2013,"NYG",5,152,"TaylCo01","Cooper Taylor","C.Taylor","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",16,2,2
"2634",2013,"PIT",6,186,"BrowJu00","Justin Brown","J.Brown","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",8,1,2
"2635",2014,"BAL",3,99,"GillCr00","Crockett Gillmore","C.Gillmore","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",32,4,2
"2636",2014,"ATL",4,139,"ShemPr00","Prince Shembo","P.Shembo","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",16,2,2
"2637",2014,"WAS",5,142,"GranRy01","Ryan Grant","R.Grant","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",80,10,2
"2638",2014,"SD",5,165,"CarrRy00","Ryan Carrethers","R.Carrethers","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",24,3,2
"2639",2014,"BUF",7,221,"JohnRa01","Randell Johnson","R.Johnson","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",16,2,2
"2640",2015,"ATL",2,42,"CollJa02","Jalen Collins","J.Collins","D","DB","CB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",24,3,2
"2641",2015,"WAS",6,181,"JarrKy00","Kyshoen Jarrett","K.Jarrett","D","DB","SS","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",16,2,2
"2642",2015,"NYJ",7,223,"SimoDe00","Deon Simon","D.Simon","D","DL","NT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",16,2,2
"2643",2016,"DEN",7,228,"DixoRi00","Riley Dixon","R.Dixon","S","P","P","//*[@id=""kicking""]/tfoot/tr/td[33]","//*[@id=""kicking""]/tfoot/tr/td[4]",64,8,2
"2644",2017,"JAX",3,68,"SmooDa00","Dawuane Smoot","D.Smoot","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",40,5,2
"2645",2017,"SEA",3,95,"HillDe02","Delano Hill","D.Hill","D","DB","SS","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",40,5,2
"2646",2017,"CIN",4,138,"GlasRy00","Ryan Glasgow","R.Glasgow","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",24,3,2
"2647",2017,"MIA",6,194,"TaylVi00","Vincent Taylor","V.Taylor","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",24,3,2
"2648",2018,"CAR",4,101,"ThomIa00","Ian Thomas","I.Thomas","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",32,4,2
"2649",2018,"MIA",4,131,"BallKa00","Kalen Ballage","K.Ballage","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",24,3,2
"2650",2018,"CAR",5,161,"CartJe00","Jermaine Carter Jr.","J.Jr.","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",32,4,2
"2651",2018,"GB",5,172,"ScotJK00","JK Scott","J.Scott","S","P","P","//*[@id=""kicking""]/tfoot/tr/td[33]","//*[@id=""kicking""]/tfoot/tr/td[4]",32,4,2
"2652",2018,"OAK",5,173,"TownJo01","Johnny Townsend","J.Townsend","S","P","P","//*[@id=""kicking""]/tfoot/tr/td[33]","//*[@id=""kicking""]/tfoot/tr/td[4]",16,2,2
"2653",2018,"LAR",6,176,"KellJo00","John Kelly","J.Kelly","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",8,1,2
"2654",2018,"WAS",7,241,"StroGr00","Greg Stroman","G.Stroman","D","DB","CB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",16,2,2
"2655",2019,"GB",1,12,"GaryRa00","Rashan Gary","R.Gary","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",16,2,2
"2656",2019,"DET",3,81,"HarrWi02","Will Harris","W.Harris","D","DB","S","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",16,2,2
"2657",2019,"SEA",3,88,"BartCo00","Cody Barton","C.Barton","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",16,2,2
"2658",2019,"NYG",3,95,"XimiOs00","Oshane Ximines","O.Ximines","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",16,2,2
"2659",2019,"SF",4,110,"WishMi00","Mitch Wishnowsky","M.Wishnowsky","S","P","P","//*[@id=""kicking""]/tfoot/tr/td[33]","//*[@id=""kicking""]/tfoot/tr/td[4]",16,2,2
"2660",2019,"JAX",5,140,"ArmsRy00","Ryquell Armstead","R.Armstead","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",16,2,2
"2661",2019,"NE",5,163,"BailJa00","Jake Bailey","J.Bailey","S","P","P","//*[@id=""kicking""]/tfoot/tr/td[33]","//*[@id=""kicking""]/tfoot/tr/td[4]",16,2,2
"2662",2019,"BUF",7,225,"JohnDa10","Darryl Johnson Jr.","D.Jr.","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",16,2,2
"2663",2019,"NE",7,252,"WebsKe00","Ken Webster","K.Webster","D","DB","CB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",8,1,2
"2664",2008,"CIN",3,97,"CaldAn00","Andre Caldwell","A.Caldwell","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",105,13,1.98095238095238
"2665",2008,"PHI",6,203,"StudAn99","Andy Studebaker","A.Studebaker","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",97,12,1.97938144329897
"2666",2001,"TB",4,117,"HoweJo21","John Howell","J.Howell","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",65,8,1.96923076923077
"2667",2011,"ATL",6,192,"BoshMa00","Matthew Bosher","M.Bosher","S","K","K","//*[@id=""kicking""]/tfoot/tr[1]/td[33]","//*[@id=""kicking""]/tfoot/tr[1]/td[4]",130,16,1.96923076923077
"2668",2014,"NYG",3,74,"BromJa00","Jay Bromley","J.Bromley","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",57,7,1.96491228070175
"2669",2003,"BAL",3,77,"SmitMu00","Musa Smith","M.Smith","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",49,6,1.95918367346939
"2670",2004,"SD",7,204,"BingRy20","Ryon Bingham","R.Bingham","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",49,6,1.95918367346939
"2671",2012,"TB",5,140,"GoodNa00","Najee Goode","N.Goode","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",90,11,1.95555555555556
"2672",2012,"TB",6,174,"TandKe00","Keith Tandy","K.Tandy","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",90,11,1.95555555555556
"2673",2012,"OAK",7,230,"StupNa01","Nathan Stupar","N.Stupar","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",82,10,1.95121951219512
"2674",2016,"TB",2,39,"SpenNo00","Noah Spence","N.Spence","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",41,5,1.95121951219512
"2675",2017,"CIN",3,73,"WillJo09","Jordan Willis","J.Willis","D","LB","OLB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",41,5,1.95121951219512
"2676",2002,"CIN",3,67,"SchoMa00","Matt Schobel","M.Schobel","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",99,12,1.93939393939394
"2677",2007,"BUF",7,239,"AhYoC.00","C.J. Ah You","C.You","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",33,4,1.93939393939394
"2678",2008,"ATL",3,68,"JackCh99","Chevis Jackson","C.Jackson","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",33,4,1.93939393939394
"2679",2010,"JAX",6,180,"KariDe00","Deji Karim","D.Karim","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",33,4,1.93939393939394
"2680",2011,"KC",1,26,"BaldJo00","Jonathan Baldwin","J.Baldwin","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",33,4,1.93939393939394
"2681",2013,"SD",5,145,"WillSt02","Steve Williams","S.Williams","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",33,4,1.93939393939394
"2682",2016,"IND",2,57,"GreeT.00","T.J. Green","T.Green","D","DB","FS","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",33,4,1.93939393939394
"2683",2005,"TEN",5,150,"LopeDa20","Daniel Loper","D.Loper","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",58,7,1.93103448275862
"2684",2006,"NYG",3,96,"WilkGe20","Gerris Wilkinson","G.Wilkinson","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",58,7,1.93103448275862
"2685",2006,"NYJ",6,189,"ColeDr20","Drew Coleman","D.Coleman","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",83,10,1.92771084337349
"2686",2005,"HOU",7,227,"PettKe20","Kenneth Pettway","K.Pettway","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",25,3,1.92
"2687",2008,"HOU",5,151,"OkamFr99","Frank Okam","F.Okam","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",25,3,1.92
"2688",2008,"DEN",7,220,"BarrJo99","Josh Barrett","J.Barrett","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",25,3,1.92
"2689",2011,"OAK",3,81,"VanDDe00","DeMarcus Van Dyke","D.Dyke","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",25,3,1.92
"2690",2012,"IND",6,206,"BrazLa00","LaVon Brazill","L.Brazill","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",25,3,1.92
"2691",2013,"CHI",4,117,"GreeKh00","Khaseem Greene","K.Greene","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",25,3,1.92
"2692",2014,"MIN",6,182,"ExumAn00","Antone Exum","A.Exum","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",50,6,1.92
"2693",2015,"NE",6,202,"DerbA.00","A.J. Derby","A.Derby","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",25,3,1.92
"2694",2018,"PHI",4,130,"SweaJo00","Josh Sweat","J.Sweat","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",25,3,1.92
"2695",2006,"HOU",7,251,"AndeDa01","David Anderson","D.Anderson","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",67,8,1.91044776119403
"2696",2017,"IND",3,80,"BashTa00","Tarell Basham","T.Basham","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",42,5,1.9047619047619
"2697",2005,"TEN",4,108,"FullVi20","Vincent Fuller","V.Fuller","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",76,9,1.89473684210526
"2698",2006,"DAL",1,18,"CarpBo20","Bobby Carpenter","B.Carpenter","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",93,11,1.89247311827957
"2699",2002,"ARI",5,149,"McAdJa00","Jason McAddley","J.McAddley","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",34,4,1.88235294117647
"2700",2002,"PIT",5,166,"HaynVe00","Verron Haynes","V.Haynes","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",68,8,1.88235294117647
"2701",2003,"SEA",4,135,"BateSo20","Solomon Bates","S.Bates","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",17,2,1.88235294117647
"2702",2003,"NO",5,155,"WillMe20","Melvin Williams","M.Williams","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",17,2,1.88235294117647
"2703",2006,"NYJ",3,76,"SchlAn20","Anthony Schlegel","A.Schlegel","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",17,2,1.88235294117647
"2704",2006,"CAR",3,89,"ButlRa20","Rashad Butler","R.Butler","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",51,6,1.88235294117647
"2705",2007,"DAL",7,212,"BrowCo97","Courtney Brown","C.Brown","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",17,2,1.88235294117647
"2706",2009,"DET",7,235,"FollZa99","Zack Follett","Z.Follett","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",17,2,1.88235294117647
"2707",2013,"DEN",5,161,"KingTa00","Tavarres King","T.King","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",17,2,1.88235294117647
"2708",2013,"MIA",5,166,"SturCa00","Caleb Sturgis","C.Sturgis","S","K","K","//*[@id=""kicking""]/tfoot/tr[1]/td[33]","//*[@id=""kicking""]/tfoot/tr[1]/td[4]",68,8,1.88235294117647
"2709",2014,"HOU",3,65,"FiedC.00","C.J. Fiedorowicz","C.Fiedorowicz","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",51,6,1.88235294117647
"2710",2014,"MIA",7,234,"FedeTe00","Terrence Fede","T.Fede","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",51,6,1.88235294117647
"2711",2017,"DEN",5,172,"McKeIs00","Isaiah McKenzie","I.McKenzie","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",34,4,1.88235294117647
"2712",2018,"ATL",3,90,"SenaDe00","Deadrin Senat","D.Senat","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",17,2,1.88235294117647
"2713",2007,"BAL",4,137,"McClLe00","Le'Ron McClain","L.McClain","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",111,13,1.87387387387387
"2714",2010,"HOU",4,118,"GrahGa00","Garrett Graham","G.Graham","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",60,7,1.86666666666667
"2715",2000,"NYG",5,140,"BrowRa20","Ralph Brown","R.Brown","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",129,15,1.86046511627907
"2716",2004,"OAK",7,245,"AndeCo00","Courtney Anderson","C.Anderson","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",43,5,1.86046511627907
"2717",2006,"SEA",7,239,"PlacRy20","Ryan Plackemeier","R.Plackemeier","S","P","P","//*[@id=""kicking""]/tfoot/tr/td[33]","//*[@id=""kicking""]/tfoot/tr/td[4]",43,5,1.86046511627907
"2718",2017,"WAS",2,49,"AndeRy00","Ryan Anderson","R.Anderson","D","LB","OLB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",43,5,1.86046511627907
"2719",2000,"BUF",7,251,"PolkDa20","DaShon Polk","D.Polk","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",95,11,1.85263157894737
"2720",2000,"MIN",3,88,"ChapDo00","Doug Chapman","D.Chapman","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",26,3,1.84615384615385
"2721",2001,"MIN",5,157,"ChukPa20","Patrick Chukwurah","P.Chukwurah","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",78,9,1.84615384615385
"2722",2001,"DAL",6,171,"StewDa20","Daleroy Stewart","D.Stewart","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",26,3,1.84615384615385
"2723",2002,"SEA",5,171,"HillMa22","Matt Hill","M.Hill","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",26,3,1.84615384615385
"2724",2009,"SEA",7,247,"ReedNi99","Nick Reed","N.Reed","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",26,3,1.84615384615385
"2725",2010,"ATL",5,135,"FranDo99","Dominique Franks","D.Franks","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",52,6,1.84615384615385
"2726",2012,"BUF",4,124,"BrooRo01","Ron Brooks","R.Brooks","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",52,6,1.84615384615385
"2727",2012,"BAL",5,169,"JackAs00","Asa Jackson","A.Jackson","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",26,3,1.84615384615385
"2728",2014,"NE",6,198,"MoorZa00","Zach Moore","Z.Moore","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",26,3,1.84615384615385
"2729",2018,"CLE",6,175,"RatlDa00","Damion Ratley","D.Ratley","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",26,3,1.84615384615385
"2730",2007,"STL",3,84,"WadeJo99","Jonathan Wade","J.Wade","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",61,7,1.83606557377049
"2731",2014,"DEN",7,242,"NelsCo00","Corey Nelson","C.Nelson","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",61,7,1.83606557377049
